event_name,date,start_time,end_time,club_name,entry_name,entry_price,full_date,place,dress_code,address,lat,lon
FRIDAY  | POSH⭐️,15-03-2024,00:00,06:00,Posh Club,OFERTA ÚLTIMA HORA 2x15€,15€,Vie. 15 Marzo 2024,Posh Club,Arreglado,"Calle de Orense, 18, 28020 Madrid (Madrid), España",40.45032,-3.69499
FRIDAY  | POSH⭐️,15-03-2024,00:00,06:00,Posh Club,ENTRADA PROMOCIONAL 2x18€,18€,Vie. 15 Marzo 2024,Posh Club,Arreglado,"Calle de Orense, 18, 28020 Madrid (Madrid), España",40.45032,-3.69499
FRIDAY  | POSH⭐️,15-03-2024,00:00,06:00,Posh Club,ENTRADA GENERAL,25€,Vie. 15 Marzo 2024,Posh Club,Arreglado,"Calle de Orense, 18, 28020 Madrid (Madrid), España",40.45032,-3.69499
PURO COPER,15-03-2024,00:00,06:00,Copérnico The Club,Entrada anticipada,20€,Vie. 15 Marzo 2024,Copernico,Arreglado,"Calle de Fernández de los Ríos, 67, 28015 Madrid (Madrid), España",40.43525,-3.71368
PURO COPER,15-03-2024,00:00,06:00,Copérnico The Club,Entradas anticipadas,25€,Vie. 15 Marzo 2024,Copernico,Arreglado,"Calle de Fernández de los Ríos, 67, 28015 Madrid (Madrid), España",40.43525,-3.71368
EL TARDEO APRESKI (SNOZONE),16-03-2024,15:00,22:00,Jowke Club,ONLY APRESKI,15€,Sáb. 16 Marzo 2024,SNOZONE XANADU,Casual,"C. Puerto de Navacerrada, 2, 28939 Arroyomolinos, Madrid, España",40.2995857,-3.92581
EL TARDEO APRESKI (SNOZONE),16-03-2024,15:00,22:00,Jowke Club,FORFAIT  + APRESKI,40€,Sáb. 16 Marzo 2024,SNOZONE XANADU,Casual,"C. Puerto de Navacerrada, 2, 28939 Arroyomolinos, Madrid, España",40.2995857,-3.92581
TARDEO BONDED,16-03-2024,18:00,06:00,Yatengoplan,Oferta anticipada,20€,Sáb. 16 Marzo 2024,Bonded,Arreglado,"C. de Miguel Ángel, 9, 28010 Madrid, España",40.4348556,-3.6914767
TARDEO BONDED,16-03-2024,18:00,06:00,Yatengoplan,LISTAS,,Sáb. 16 Marzo 2024,Bonded,Arreglado,"C. de Miguel Ángel, 9, 28010 Madrid, España",40.4348556,-3.6914767
SAFARI,16-03-2024,22:00,05:00,La Reserva,ENTRADA GOLD,12€,Sáb. 16 Marzo 2024,La Reserva ,Casual,"Calle Príncipe, 12, 28012 Madrid (Madrid), España",40.4158,-3.70041
SAFARI,16-03-2024,22:00,05:00,La Reserva,ENTRADA PLATINUM,20€,Sáb. 16 Marzo 2024,La Reserva ,Casual,"Calle Príncipe, 12, 28012 Madrid (Madrid), España",40.4158,-3.70041
SSOMEK,16-03-2024,23:00,06:00,Epoka Eventos,Entrada 1 (limitadas),10€,Sáb. 16 Marzo 2024,EPOKA,Casual,"Calle de Joaquín María López, 74, 28015 Madrid (Madrid), España",40.43793,-3.7175
SSOMEK,16-03-2024,23:00,06:00,Epoka Eventos,Entrada 3,12€,Sáb. 16 Marzo 2024,EPOKA,Casual,"Calle de Joaquín María López, 74, 28015 Madrid (Madrid), España",40.43793,-3.7175
SSOMEK,16-03-2024,23:00,06:00,Epoka Eventos,Entrada 2 (promo limitadas),15€,Sáb. 16 Marzo 2024,EPOKA,Casual,"Calle de Joaquín María López, 74, 28015 Madrid (Madrid), España",40.43793,-3.7175
SSOMEK,16-03-2024,23:00,06:00,Epoka Eventos,Entrada 4,18€,Sáb. 16 Marzo 2024,EPOKA,Casual,"Calle de Joaquín María López, 74, 28015 Madrid (Madrid), España",40.43793,-3.7175
K POP | REGGAETON NIGHT,16-03-2024,23:30,06:00,EPOKA THE CLUB,Entrada promo (limitadas),6€,Sáb. 16 Marzo 2024,Epoka the club,Casual,"Calle de Joaquín María López, 74, 28015 Madrid (Madrid), España",40.43793,-3.7175
K POP | REGGAETON NIGHT,16-03-2024,23:30,06:00,EPOKA THE CLUB,Entrada,8€,Sáb. 16 Marzo 2024,Epoka the club,Casual,"Calle de Joaquín María López, 74, 28015 Madrid (Madrid), España",40.43793,-3.7175
K POP | REGGAETON NIGHT,16-03-2024,23:30,06:00,EPOKA THE CLUB,Entrada 1,10€,Sáb. 16 Marzo 2024,Epoka the club,Casual,"Calle de Joaquín María López, 74, 28015 Madrid (Madrid), España",40.43793,-3.7175
K POP | REGGAETON NIGHT,16-03-2024,23:30,06:00,EPOKA THE CLUB,Entrada 2,12€,Sáb. 16 Marzo 2024,Epoka the club,Casual,"Calle de Joaquín María López, 74, 28015 Madrid (Madrid), España",40.43793,-3.7175
K POP | REGGAETON NIGHT,16-03-2024,23:30,06:00,EPOKA THE CLUB,Entrada 3,15€,Sáb. 16 Marzo 2024,Epoka the club,Casual,"Calle de Joaquín María López, 74, 28015 Madrid (Madrid), España",40.43793,-3.7175
K POP | REGGAETON NIGHT,16-03-2024,23:30,06:00,EPOKA THE CLUB,Entrada,18€,Sáb. 16 Marzo 2024,Epoka the club,Casual,"Calle de Joaquín María López, 74, 28015 Madrid (Madrid), España",40.43793,-3.7175
MARVEL MADRID - ENTRADAS SÁBADO,16-03-2024,23:30,06:00,DISCOTECA MARVEL,Entrada + 2 copas Sábado,18€,Sáb. 16 Marzo 2024,MARVEL MADRID,Casual,"C. de Joaquín Costa, 27, 28002 Madrid, España",40.446191,-3.6865742
MARVEL MADRID - ENTRADAS SÁBADO,16-03-2024,23:30,06:00,DISCOTECA MARVEL,Listas Sábados - Marvel Madrid,Gratis,Sáb. 16 Marzo 2024,MARVEL MADRID,Casual,"C. de Joaquín Costa, 27, 28002 Madrid, España",40.446191,-3.6865742
SATURDAY WONDER x 511,16-03-2024,23:30,06:00,511 EVENTS,ACCESO ASEGURADO,15€,Sáb. 16 Marzo 2024,Wonder,Casual,"Calle de Lagasca, 105, 28006 Madrid, España",40.4343567,-3.6847295
SATURDAY WONDER x 511,16-03-2024,23:30,06:00,511 EVENTS,GUEST LIST,Gratis,Sáb. 16 Marzo 2024,Wonder,Casual,"Calle de Lagasca, 105, 28006 Madrid, España",40.4343567,-3.6847295
SATURDAY WONDER x 511,16-03-2024,23:30,06:00,511 EVENTS,Pago en puerta sujeto a aforo,20€,Sáb. 16 Marzo 2024,Wonder,Casual,"Calle de Lagasca, 105, 28006 Madrid, España",40.4343567,-3.6847295
SABADO,16-03-2024,23:45,06:00,Nazca Club,Entrada General,20€,Sáb. 16 Marzo 2024,Nazca Club,Casual,"C. de Orense, 24, 28020 Madrid, España",40.4515037,-3.6943962
SÁBADO +21🐘,16-03-2024,23:45,06:00,KUMARAH,ENTRADA GRATIS 🚹,0€,Sáb. 16 Marzo 2024,Kumarah ,Arreglado,"Calle Sofía, 3, 28232 Las Rozas de Madrid (Madrid), España",40.49968,-3.89308
SÁBADO +21🐘,16-03-2024,23:45,06:00,KUMARAH,Entrada gratis 🚺,0€,Sáb. 16 Marzo 2024,Kumarah ,Arreglado,"Calle Sofía, 3, 28232 Las Rozas de Madrid (Madrid), España",40.49968,-3.89308
SÁBADO +21🐘,16-03-2024,23:45,06:00,KUMARAH,Entrada 1 consumición,12€,Sáb. 16 Marzo 2024,Kumarah ,Arreglado,"Calle Sofía, 3, 28232 Las Rozas de Madrid (Madrid), España",40.49968,-3.89308
SÁBADO +21🐘,16-03-2024,23:45,06:00,KUMARAH,PROMO 2x15€🚨🚨‼️,15€,Sáb. 16 Marzo 2024,Kumarah ,Arreglado,"Calle Sofía, 3, 28232 Las Rozas de Madrid (Madrid), España",40.49968,-3.89308
SÁBADO +21🐘,16-03-2024,23:45,06:00,KUMARAH,Entrada 2 consumiciones,18€,Sáb. 16 Marzo 2024,Kumarah ,Arreglado,"Calle Sofía, 3, 28232 Las Rozas de Madrid (Madrid), España",40.49968,-3.89308
SATURDAY in the future,16-03-2024,00:00,06:00,Jowke Club,Fast Pass 2x25,25€,Sáb. 16 Marzo 2024,Jowke Club,Casual,"Avenida de San Martín de Valdeiglesias, 22, 28922 Alcorcón (Madrid), España",40.35748,-3.83485
SÁBADO TEATRO BARCELO,16-03-2024,00:00,06:00,Teatro Barceló,ACCESO RAPIDO,35€,Sáb. 16 Marzo 2024,Teatro Barcelo,Media etiqueta,"Calle de Barceló, 11, 28004 Madrid (Madrid), España",40.4269,-3.69978
SÁBADO TEATRO BARCELO,16-03-2024,00:00,06:00,Teatro Barceló,Gratis hasta la 01H o completar cupo. DESPUÉS 1x25€ O 2x35€,Gratis,Sáb. 16 Marzo 2024,Teatro Barcelo,Media etiqueta,"Calle de Barceló, 11, 28004 Madrid (Madrid), España",40.4269,-3.69978
SÁBADO TEATRO BARCELO,16-03-2024,00:00,06:00,Teatro Barceló,ENTRADA PRIORITARIA Precio 15€ 1 copa o 2 copas 30€ desde las 00:00 hasta la 01:00 AM,,Sáb. 16 Marzo 2024,Teatro Barcelo,Media etiqueta,"Calle de Barceló, 11, 28004 Madrid (Madrid), España",40.4269,-3.69978
PANDA SABADO,16-03-2024,00:00,06:00,PANDA CLUB,1 x 20€,20€,Sáb. 16 Marzo 2024,Panda,Casual,"Calle de Hernani, 75, 28020 Madrid (Madrid), España",40.44814,-3.696
PANDA SABADO,16-03-2024,00:00,06:00,PANDA CLUB,2 x 30€,30€,Sáb. 16 Marzo 2024,Panda,Casual,"Calle de Hernani, 75, 28020 Madrid (Madrid), España",40.44814,-3.696
PANDA SABADO,16-03-2024,00:00,06:00,PANDA CLUB,GRATIS,Gratis,Sáb. 16 Marzo 2024,Panda,Casual,"Calle de Hernani, 75, 28020 Madrid (Madrid), España",40.44814,-3.696
PANDA SABADO,16-03-2024,00:00,06:00,PANDA CLUB,TAQUILLA,,Sáb. 16 Marzo 2024,Panda,Casual,"Calle de Hernani, 75, 28020 Madrid (Madrid), España",40.44814,-3.696
Atta,16-03-2024,00:00,06:00,Atta Madrid,ENTRADA 25 € (dos copas antes de la 1:30),25€,Sáb. 16 Marzo 2024,Atta Club,Media etiqueta,"Calle de Génova, 28, 28004 Madrid, España",40.425436,-3.6910622
Atta,16-03-2024,00:00,06:00,Atta Madrid,ENTRADA 35€ (dos copas toda la noche ),35€,Sáb. 16 Marzo 2024,Atta Club,Media etiqueta,"Calle de Génova, 28, 28004 Madrid, España",40.425436,-3.6910622
Atta,16-03-2024,00:00,06:00,Atta Madrid,QR CHICAS GRATIS (antes de la 1:30),Gratis,Sáb. 16 Marzo 2024,Atta Club,Media etiqueta,"Calle de Génova, 28, 28004 Madrid, España",40.425436,-3.6910622
Atta,16-03-2024,00:00,06:00,Atta Madrid,QR Chicos 20€ con 1 consumición y 30€ con dos consumiciones,,Sáb. 16 Marzo 2024,Atta Club,Media etiqueta,"Calle de Génova, 28, 28004 Madrid, España",40.425436,-3.6910622
Sábado Fitz,16-03-2024,00:00,06:00,Fitz Club,Listas Acceso General,,Sáb. 16 Marzo 2024,Fitz Club,Casual,"C. de la Princesa, 1, 28008 Madrid, España",40.4246126,-3.7120348
TRAVIEXA X OH MY CLUB,16-03-2024,00:00,06:00,Oh My Club,2x20,20€,Sáb. 16 Marzo 2024,Oh My Club,Arreglado,"C. de Rosario Pino, 14, 28020 Madrid, España",40.4626121,-3.6930652
TRAVIEXA X OH MY CLUB,16-03-2024,00:00,06:00,Oh My Club,2 COPAS 25,25€,Sáb. 16 Marzo 2024,Oh My Club,Arreglado,"C. de Rosario Pino, 14, 28020 Madrid, España",40.4626121,-3.6930652
BONDED CLUB,16-03-2024,00:00,06:00,BONDED CLUB,GUESTLIST,,Sáb. 16 Marzo 2024,BONDED CLUB,Casual,"C. de Miguel Ángel, 9, 28010 Madrid, España",40.4348556,-3.6914767
Sábado TOY ROOM,16-03-2024,00:00,06:00,Toy Room Madrid,Entrada 1x15 hasta las 3 am,15€,Sáb. 16 Marzo 2024,Toy Room Madrid,Casual,"Calle de Arlabán, 7, 28014 Madrid (Madrid), España",40.41708,-3.69882
Sábado TOY ROOM,16-03-2024,00:00,06:00,Toy Room Madrid,Entrada 2x20 de hasta la 1 am,20€,Sáb. 16 Marzo 2024,Toy Room Madrid,Casual,"Calle de Arlabán, 7, 28014 Madrid (Madrid), España",40.41708,-3.69882
Sábado TOY ROOM,16-03-2024,00:00,06:00,Toy Room Madrid,Entrada 2x25 hasta las 3 am,25€,Sáb. 16 Marzo 2024,Toy Room Madrid,Casual,"Calle de Arlabán, 7, 28014 Madrid (Madrid), España",40.41708,-3.69882
Sábado TOY ROOM,16-03-2024,00:00,06:00,Toy Room Madrid,Listas chicas gratis hasta la 1:00 am,,Sáb. 16 Marzo 2024,Toy Room Madrid,Casual,"Calle de Arlabán, 7, 28014 Madrid (Madrid), España",40.41708,-3.69882
Sábado TOY ROOM,16-03-2024,00:00,06:00,Toy Room Madrid,Early Birds Guestlist,Gratis,Sáb. 16 Marzo 2024,Toy Room Madrid,Casual,"Calle de Arlabán, 7, 28014 Madrid (Madrid), España",40.41708,-3.69882
MAU MAU - SAT.,16-03-2024,00:00,06:00,MAU MAU Madrid,LISTAS CHICAS GRATIS HASTA 01:00,Gratis,Sáb. 16 Marzo 2024,MAU MAU,Casual,"Calle del Padre Damián, 23, 28036 Madrid (Madrid), España",40.45818,-3.68578
MAU MAU - SAT.,16-03-2024,00:00,06:00,MAU MAU Madrid,Listas - Consumiciones,,Sáb. 16 Marzo 2024,MAU MAU,Casual,"Calle del Padre Damián, 23, 28036 Madrid (Madrid), España",40.45818,-3.68578
CATS Sabado 16Marzo,16-03-2024,00:00,06:00,CATS MADRID,1x10€,10€,Sáb. 16 Marzo 2024,DISCOTECA CATS,Casual,"Calle Julián Romea, 4, 28003 Madrid (Madrid), España",40.44274,-3.71318
CATS Sabado 16Marzo,16-03-2024,00:00,06:00,CATS MADRID,2x12€,12€,Sáb. 16 Marzo 2024,DISCOTECA CATS,Casual,"Calle Julián Romea, 4, 28003 Madrid (Madrid), España",40.44274,-3.71318
CATS Sabado 16Marzo,16-03-2024,00:00,06:00,CATS MADRID,2x15€,15€,Sáb. 16 Marzo 2024,DISCOTECA CATS,Casual,"Calle Julián Romea, 4, 28003 Madrid (Madrid), España",40.44274,-3.71318
CATS Sabado 16Marzo,16-03-2024,00:00,06:00,CATS MADRID,2x18€,18€,Sáb. 16 Marzo 2024,DISCOTECA CATS,Casual,"Calle Julián Romea, 4, 28003 Madrid (Madrid), España",40.44274,-3.71318
CATS Sabado 16Marzo,16-03-2024,00:00,06:00,CATS MADRID,2x20€,20€,Sáb. 16 Marzo 2024,DISCOTECA CATS,Casual,"Calle Julián Romea, 4, 28003 Madrid (Madrid), España",40.44274,-3.71318
SABADO MON,16-03-2024,00:00,06:00,Sala MON,PROMO Entrada 2 consumiciones,15€,Sáb. 16 Marzo 2024,Sala Mon,Casual,"C. de Hilarión Eslava, 36, 28015 Madrid, España",40.4358349,-3.71652
SABADO MON,16-03-2024,00:00,06:00,Sala MON,Promo entrada 1 consumicion,15€,Sáb. 16 Marzo 2024,Sala Mon,Casual,"C. de Hilarión Eslava, 36, 28015 Madrid, España",40.4358349,-3.71652
SABADO MON,16-03-2024,00:00,06:00,Sala MON,Entrada 2 consumiciones,20€,Sáb. 16 Marzo 2024,Sala Mon,Casual,"C. de Hilarión Eslava, 36, 28015 Madrid, España",40.4358349,-3.71652
DEJAS (Vanity ),16-03-2024,00:00,06:00,VANITY,1 X 15€,15€,Sáb. 16 Marzo 2024,VANITY ,Casual,"C. de Miguel Ángel, 3, 28010 Madrid, España",40.4338767,-3.6912657
DEJAS (Vanity ),16-03-2024,00:00,06:00,VANITY,2 X 18€,18€,Sáb. 16 Marzo 2024,VANITY ,Casual,"C. de Miguel Ángel, 3, 28010 Madrid, España",40.4338767,-3.6912657
DEJAS (Vanity ),16-03-2024,00:00,06:00,VANITY,2 x 20€,20€,Sáb. 16 Marzo 2024,VANITY ,Casual,"C. de Miguel Ángel, 3, 28010 Madrid, España",40.4338767,-3.6912657
DEJAS (Vanity ),16-03-2024,00:00,06:00,VANITY,2 x 25€,25€,Sáb. 16 Marzo 2024,VANITY ,Casual,"C. de Miguel Ángel, 3, 28010 Madrid, España",40.4338767,-3.6912657
DEJAS (Vanity ),16-03-2024,00:00,06:00,VANITY,GRATIS CHICAS,Gratis,Sáb. 16 Marzo 2024,VANITY ,Casual,"C. de Miguel Ángel, 3, 28010 Madrid, España",40.4338767,-3.6912657
DEJAS (Vanity ),16-03-2024,00:00,06:00,VANITY,TAQUILLA,,Sáb. 16 Marzo 2024,VANITY ,Casual,"C. de Miguel Ángel, 3, 28010 Madrid, España",40.4338767,-3.6912657
PANDA SINGSTAR - SÁBADOS,16-03-2024,00:00,06:00,Panda Singstar,15€ ENTRADA DESDE LA 1:00hrs,15€,Sáb. 16 Marzo 2024,Panda Singstar,Casual,"Paseo de la Castellana, 118, 28046 Madrid (Madrid), España",40.44824,-3.69038
PANDA SINGSTAR - SÁBADOS,16-03-2024,00:00,06:00,Panda Singstar,2x20€ ENTRADA DESDE LA 1:00,20€,Sáb. 16 Marzo 2024,Panda Singstar,Casual,"Paseo de la Castellana, 118, 28046 Madrid (Madrid), España",40.44824,-3.69038
PANDA SINGSTAR - SÁBADOS,16-03-2024,00:00,06:00,Panda Singstar,Entrada libre hasta la 1:00,Gratis,Sáb. 16 Marzo 2024,Panda Singstar,Casual,"Paseo de la Castellana, 118, 28046 Madrid (Madrid), España",40.44824,-3.69038
SATURDAYS at Tiffany´s The Club,16-03-2024,00:00,06:00,TIFFANY'S THE CLUB,ENTRADA 1X15€,15€,Sáb. 16 Marzo 2024,Tiffany's The Club,Casual,"Av. del Dr. Arce, 10, 28002 Madrid, España",40.4455806,-3.6833062
SATURDAYS at Tiffany´s The Club,16-03-2024,00:00,06:00,TIFFANY'S THE CLUB,ENTRADA 1x20€,20€,Sáb. 16 Marzo 2024,Tiffany's The Club,Casual,"Av. del Dr. Arce, 10, 28002 Madrid, España",40.4455806,-3.6833062
SATURDAYS at Tiffany´s The Club,16-03-2024,00:00,06:00,TIFFANY'S THE CLUB,ENTRADA 2x20€,20€,Sáb. 16 Marzo 2024,Tiffany's The Club,Casual,"Av. del Dr. Arce, 10, 28002 Madrid, España",40.4455806,-3.6833062
PURO COPER,16-03-2024,00:00,06:00,Copérnico The Club,Entrada anticipada,20€,Sáb. 16 Marzo 2024,Copernico,Arreglado,"Calle de Fernández de los Ríos, 67, 28015 Madrid (Madrid), España",40.43525,-3.71368
PURO COPER,16-03-2024,00:00,06:00,Copérnico The Club,ENTRADA ANTICIPADA,25€,Sáb. 16 Marzo 2024,Copernico,Arreglado,"Calle de Fernández de los Ríos, 67, 28015 Madrid (Madrid), España",40.43525,-3.71368
SATURDAY SUGAR |  POSH CLUB ⭐️,16-03-2024,00:00,06:00,Posh Club,ENTRADAS LIMITADAS 1x15€,15€,Sáb. 16 Marzo 2024,Posh Club,Arreglado,"Calle de Orense, 18, 28020 Madrid (Madrid), España",40.45032,-3.69499
SATURDAY SUGAR |  POSH CLUB ⭐️,16-03-2024,00:00,06:00,Posh Club,OFERTA ÚLTIMA HORA,15€,Sáb. 16 Marzo 2024,Posh Club,Arreglado,"Calle de Orense, 18, 28020 Madrid (Madrid), España",40.45032,-3.69499
SATURDAY SUGAR |  POSH CLUB ⭐️,16-03-2024,00:00,06:00,Posh Club,PROMO ONLINE 2x18€,18€,Sáb. 16 Marzo 2024,Posh Club,Arreglado,"Calle de Orense, 18, 28020 Madrid (Madrid), España",40.45032,-3.69499
SATURDAY SUGAR |  POSH CLUB ⭐️,16-03-2024,00:00,06:00,Posh Club,ENTRADA GENERAL 2x20€,20€,Sáb. 16 Marzo 2024,Posh Club,Arreglado,"Calle de Orense, 18, 28020 Madrid (Madrid), España",40.45032,-3.69499
SATURDAY SUGAR |  POSH CLUB ⭐️,16-03-2024,00:00,06:00,Posh Club,QR CHICAS GRATIS,Gratis,Sáb. 16 Marzo 2024,Posh Club,Arreglado,"Calle de Orense, 18, 28020 Madrid (Madrid), España",40.45032,-3.69499
LA DOLCE VYTA,16-03-2024,00:00,06:00,VYTA CLUB,1ST RELEASE,15€,Sáb. 16 Marzo 2024,"Av.Felipe II, 16, Goya Madrid",Casual,"28009 Madrid, España",40.4161588,-3.680072
LA DOLCE VYTA,16-03-2024,00:00,06:00,VYTA CLUB,ENTRADA GENERAL,20€,Sáb. 16 Marzo 2024,"Av.Felipe II, 16, Goya Madrid",Casual,"28009 Madrid, España",40.4161588,-3.680072
LA DOLCE VYTA,16-03-2024,00:00,06:00,VYTA CLUB,LISTAS GRATIS CHICOS Y CHICAS HASTA 01:00,Gratis,Sáb. 16 Marzo 2024,"Av.Felipe II, 16, Goya Madrid",Casual,"28009 Madrid, España",40.4161588,-3.680072
LOTUS,16-03-2024,00:00,06:00,La Sospechosa Club,GOLD,15€,Sáb. 16 Marzo 2024,LA SOSPECHOSA,Casual,"Calle de Juan Bravo, 35, 28006 Madrid, España",40.4328005,-3.6787049
LOTUS,16-03-2024,00:00,06:00,La Sospechosa Club,PLATINUM,25€,Sáb. 16 Marzo 2024,LA SOSPECHOSA,Casual,"Calle de Juan Bravo, 35, 28006 Madrid, España",40.4328005,-3.6787049
LOTUS,16-03-2024,00:00,06:00,La Sospechosa Club,LISTA GRATIS,Gratis,Sáb. 16 Marzo 2024,LA SOSPECHOSA,Casual,"Calle de Juan Bravo, 35, 28006 Madrid, España",40.4328005,-3.6787049
JUST OPIUM,16-03-2024,00:00,06:00,OPIUM Madrid,General Admission,25€,Sáb. 16 Marzo 2024,Opium Madrid,Arreglado,"Calle de José Abascal, 56, 28003 Madrid (Madrid), España",40.43792,-3.69212
Sábado VANDIDO,16-03-2024,00:00,06:00,VANDIDO,Lista,,Sáb. 16 Marzo 2024,Vandido,Casual,"Calle de Goya, 79, 28001 Madrid (Madrid), España",40.42509,-3.67817
Sábado Liberata,16-03-2024,00:00,06:00,LIBERATA,PROMO 1x12,12€,Sáb. 16 Marzo 2024,LIBERATA,Arreglado,"Avenida de Alberto Alcocer, 43, 28016 Madrid (Madrid), España",40.4588,-3.68013
Sábado Liberata,16-03-2024,00:00,06:00,LIBERATA,ANTICIPADA 1x15,15€,Sáb. 16 Marzo 2024,LIBERATA,Arreglado,"Avenida de Alberto Alcocer, 43, 28016 Madrid (Madrid), España",40.4588,-3.68013
Sábado Liberata,16-03-2024,00:00,06:00,LIBERATA,ANTICIPADA 2x20,20€,Sáb. 16 Marzo 2024,LIBERATA,Arreglado,"Avenida de Alberto Alcocer, 43, 28016 Madrid (Madrid), España",40.4588,-3.68013
Sábado Liberata,16-03-2024,00:00,06:00,LIBERATA,QRS CHICAS GRATIS,Gratis,Sáb. 16 Marzo 2024,LIBERATA,Arreglado,"Avenida de Alberto Alcocer, 43, 28016 Madrid (Madrid), España",40.4588,-3.68013
SABADO MON: 2ª Fiesta VIVAGYM,16-03-2024,00:00,06:00,Sala MON,PROMO Entrada 2 consumiciones,15€,Sáb. 16 Marzo 2024,Sala Mon,Casual,"C. de Hilarión Eslava, 36, 28015 Madrid, España",40.4358349,-3.71652
SABADO MON: 2ª Fiesta VIVAGYM,16-03-2024,00:00,06:00,Sala MON,Promo entrada 1 consumicion,15€,Sáb. 16 Marzo 2024,Sala Mon,Casual,"C. de Hilarión Eslava, 36, 28015 Madrid, España",40.4358349,-3.71652
SABADO MON: 2ª Fiesta VIVAGYM,16-03-2024,00:00,06:00,Sala MON,Entrada 2 consumiciones,20€,Sáb. 16 Marzo 2024,Sala Mon,Casual,"C. de Hilarión Eslava, 36, 28015 Madrid, España",40.4358349,-3.71652
NATIVO,17-03-2024,22:00,05:00,La Reserva,ENTRADA GOLD,12€,Dom. 17 Marzo 2024,La Reserva ,Casual,"Calle Príncipe, 12, 28012 Madrid (Madrid), España",40.4158,-3.70041
NATIVO,17-03-2024,22:00,05:00,La Reserva,ENTRADA PLATINUM,20€,Dom. 17 Marzo 2024,La Reserva ,Casual,"Calle Príncipe, 12, 28012 Madrid (Madrid), España",40.4158,-3.70041
DOMINGO,17-03-2024,23:45,06:00,Nazca Club,Entrada General,15€,Dom. 17 Marzo 2024,Nazca Club,Casual,"C. de Orense, 24, 28020 Madrid, España",40.4515037,-3.6943962
SUNDAYS at Tiffany´s The Club,17-03-2024,00:00,06:00,TIFFANY'S THE CLUB,ENTRADA 1€ HASTA LA 1:30,1€,Dom. 17 Marzo 2024,Tiffany's The Club,Casual,"Av. del Dr. Arce, 10, 28002 Madrid, España",40.4455806,-3.6833062
SUNDAYS at Tiffany´s The Club,17-03-2024,00:00,06:00,TIFFANY'S THE CLUB,ENTRADA 2x12€,12€,Dom. 17 Marzo 2024,Tiffany's The Club,Casual,"Av. del Dr. Arce, 10, 28002 Madrid, España",40.4455806,-3.6833062
SUNDAYS at Tiffany´s The Club,17-03-2024,00:00,06:00,TIFFANY'S THE CLUB,ENTRADA 3x15€,15€,Dom. 17 Marzo 2024,Tiffany's The Club,Casual,"Av. del Dr. Arce, 10, 28002 Madrid, España",40.4455806,-3.6833062
OH MY CLUB BLUEBELLS,17-03-2024,00:00,05:30,Oh My Club,2 consumiciones x 20€*,20€,Dom. 17 Marzo 2024,Oh My Club,Arreglado,"C. de Rosario Pino, 14, 28020 Madrid, España",40.4626121,-3.6930652
OH MY CLUB BLUEBELLS,17-03-2024,00:00,05:30,Oh My Club,ENTRADA LISTA VIP,20€,Dom. 17 Marzo 2024,Oh My Club,Arreglado,"C. de Rosario Pino, 14, 28020 Madrid, España",40.4626121,-3.6930652
CAPRICCE!,17-03-2024,00:00,05:30,OPIUM Madrid,General Admission,20€,Dom. 17 Marzo 2024,Opium Madrid,Arreglado,"Calle de José Abascal, 56, 28003 Madrid (Madrid), España",40.43792,-3.69212
BONDED CLUB x SEVEN,17-03-2024,00:00,06:00,BONDED CLUB,Entrada anticipada,15€,Dom. 17 Marzo 2024,BONDED CLUB,Casual,"C. de Miguel Ángel, 9, 28010 Madrid, España",40.4348556,-3.6914767
BONDED CLUB x SEVEN,17-03-2024,00:00,06:00,BONDED CLUB,Entrada anticipada,20€,Dom. 17 Marzo 2024,BONDED CLUB,Casual,"C. de Miguel Ángel, 9, 28010 Madrid, España",40.4348556,-3.6914767
BONDED CLUB x SEVEN,17-03-2024,00:00,06:00,BONDED CLUB,Lista Gratis,Gratis,Dom. 17 Marzo 2024,BONDED CLUB,Casual,"C. de Miguel Ángel, 9, 28010 Madrid, España",40.4348556,-3.6914767
ROOTS,18-03-2024,22:00,05:00,La Reserva,ENTRADA GOLD,10€,Lun. 18 Marzo 2024,La Reserva ,Casual,"Calle Príncipe, 12, 28012 Madrid (Madrid), España",40.4158,-3.70041
ROOTS,18-03-2024,22:00,05:00,La Reserva,LISTA GRATIS,Gratis,Lun. 18 Marzo 2024,La Reserva ,Casual,"Calle Príncipe, 12, 28012 Madrid (Madrid), España",40.4158,-3.70041
ADDICTED,18-03-2024,00:00,05:30,OPIUM Madrid,General Admission,15€,Lun. 18 Marzo 2024,Opium Madrid,Arreglado,"Calle de José Abascal, 56, 28003 Madrid (Madrid), España",40.43792,-3.69212
LUNES TEATRO BARCELO,18-03-2024,00:00,06:00,Teatro Barceló,1ST RELEASE,10€,Lun. 18 Marzo 2024,Teatro Barcelo,Casual,"Calle de Barceló, 11, 28004 Madrid (Madrid), España",40.4269,-3.69978
LUNES TEATRO BARCELO,18-03-2024,00:00,06:00,Teatro Barceló,2ND RELEASE,15€,Lun. 18 Marzo 2024,Teatro Barcelo,Casual,"Calle de Barceló, 11, 28004 Madrid (Madrid), España",40.4269,-3.69978
LUNES TEATRO BARCELO,18-03-2024,00:00,06:00,Teatro Barceló,3RD RELEASE,15€,Lun. 18 Marzo 2024,Teatro Barcelo,Casual,"Calle de Barceló, 11, 28004 Madrid (Madrid), España",40.4269,-3.69978
